index,title,final_price,list_price,bedrooms,bathrooms,sqft,parking,description,mls,type,full_link,full_address,lat,long,city_district
43,"1006 - 119 Merton St W, Toronto (C4733214) | Zoocasa",792000,828000,1 + 1 beds,2 baths,800–899 sq. ft.,1 parking,"Welcome To The Wow-Factor Suite You've Been Looking For! Bright, Spacious 2-Storey Loft At An Unbeatable Location. Clear View All The Way To The Waterfront. Quartz Countertops. Modern Broadloom Gives Upstairs Cozy Feel. Corner Unit In Quiet Building, O/Looking Beltline. 5-Min Walk To Davisville Station & Shops. Functional Layout With Space For Entertaining. Many Special Features And Upgrades Incl 2019 Lutron Electric Blind + 2019 S/S Dishwasher. Bbqs Allowed!",C4733214,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6770504-1006-119-merton-st-w-toronto-on-m4s3g5-vow," 119 Merton St W, Toronto , Ontario, Canada",43.6966701,-79.3920888,
44,"408 - 2737 Keele St, Toronto (W4683889) | Zoocasa",330000,329000,2 beds,1 baths,700–799 sq. ft.,1 parking,"Investors Delight*Fully Renovated 2 Bdr Condo W/Dark Hardwood Flooring,Granite Throughout*Corner Unit W/Spacious & Functional Layout*Lots Of Storage Space & Natural Light*Ensuite Laundry*24Hr Concierge, W/Convenient Access To All Amenities Including Shopping, New Humber River Hospital*Ttc,Gym & Highways*One Bus To York University*A Must See!",W4683889,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6656245-408-2737-keele-st-toronto-on-m3m2e9-vow," 2737 Keele St, Toronto , Ontario, Canada",43.7257789,-79.480759,
45,"912 - 177 Linus Rd, Toronto (C4728267) | Zoocasa",428888,428888,2 beds,1 baths,900–999 sq. ft.,1 parking,"Spacious 2 Bedrooms Unit In Crest View Place Features Light Filled Living, Functional Layout,Generously Sized Living/Dining Areas W/Clear East Views, Eat In Kitchen, Updated Plank Laminate Flooring,Ensuite Laundry, Ample Storage In The Unit. Large Balcony, Minutes To Major Hwy 404,401,407.",C4728267,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6758990-912-177-linus-rd-toronto-on-m2j4s5-vow," 177 Linus Rd, Toronto , Ontario, Canada",43.7913153,-79.3572481,
46,"Sph05 - 5001 Finch Ave E, Toronto (E4726819) | Zoocasa",526000,526000,2 beds,2 baths,1000–1199 sq. ft.,1 parking,"Location, Location, Location! Bright Spacious Luxury Monarch Condo. Beautiful Unobstructed Nw View. Well Maintained, Boasting Wood Floors & Built In Entertainment Unit. 24 Hour Concierge & Security System. Walk To Woodside Square Mall & Ttc. Close To Schools, Places Of Worship, Pool & Only Minutes From 401 & 407.",E4726819,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6755609-sph05-5001-finch-ave-e-toronto-on-vow," 5001 Finch Ave E, Toronto , Ontario, Canada",43.8073161,-79.2670793,
47,"106 Royal York Rd, Toronto (W4708829) | Zoocasa",829900,859900,2 + 1 beds,2 baths,N/A sq. ft.,3 parking,"Detached 2 Bedroom Brick Bungalow With Finished Basement. Large Living Room, Dining Room. Hardwood Floors On Main Floor, Eat In Kitchen. Private Driveway With Detached Garage & Fenced Backyard",W4708829,Detached,https://www.zoocasa.com/toronto-on-real-estate/6714216-106-royal-york-rd-toronto-on-m8v2v1-vow,"106 Royal York Rd, Toronto , Ontario, Canada",43.6078362,-79.4951259,
48,"801 - 750 Bay St, Toronto (C4732783) | Zoocasa",563000,499999,1 beds,1 baths,500–599 sq. ft.,no parking,"The Penrose Is A Sophisticated Bldg In The Heart Of Downtown Toronto. This Immaculate 1 Bed, 1 Bath Approx. 560 Sqft Unit Has An E. Expo Overlooking College Park And Comes W. One Locker. This Unit Maximizes Its Space With The Ideal Floorplan. Open Cncpt Kitchen With A Lrg Bkfst Counter That Overlooks The Liv/Din Area. Situated In The Heart Of The City And All Its Necessities Are Literally At Your Doorstep. W. Transpo., Groceries & Shopping The List Is Endless",C4732783,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6769433-801-750-bay-st-toronto-on-m5g1n6-vow," 750 Bay St, Toronto , Ontario, Canada",43.6597371,-79.3857791,
50,"1107 - 1950 Kennedy Rd, Toronto (E4724625) | Zoocasa",360000,349900,2 beds,1 baths,800–899 sq. ft.,1 parking,"Investment Opportunity! Excellent Location! Spacious Kitchen, New Stove And Brand New Dishwasher (2020). Brand New Bathroom Vanity (2019), Toilet Bidet And Bathroom Floor (2017). New Laminate Flooring Throughout (2016). Spacious And Bright Rooms. Minutes To Scarborough Tc, Highland Farms, Kennedy Commons, Metro Supermarket, Schools. Ttc Stop Right At Entrance. Minutes To Lrt Ellesmere Station, Highway 401.Recreation Room Being Renovated (2020),Gym With Sauna.",E4724625,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6750600-1107-1950-kennedy-rd-toronto-on-m1p4s9-vow," 1950 Kennedy Rd, Toronto , Ontario, Canada",43.7676042,-79.2829479,
51,"144 Amberjack Blvd, Toronto (E4733891) | Zoocasa",740105,775000,3 beds,2 baths,N/A sq. ft.,1 parking,"This Lovely Executive Home Located In The Woburn Community Has A Large Lot 50X110 W/A Spacious Side Split 3 Bdrm Raised Bungalow. As You Enter The Home, Notice The Newly Refinished Hrdwd Flrs & Freshly Painted Rms, The Formal Entrance Way Leads One To Nice Size Lr W/ Large Windows O/Looking The Backyard Allowing An Abundance Of Light, The Formal Dr Has Sliding Drs Leading To Backyard.The Galley Kit & Spacious Eat In Brkfst Area Are A Comfortable Space",E4733891,Detached,https://www.zoocasa.com/toronto-on-real-estate/6771953-144-amberjack-blvd-toronto-on-m1h2j3-vow,"144 Amberjack Blvd, Toronto , Ontario, Canada",43.7727917,-79.2399387,
52,"319 - 12 Bonnycastle St, Toronto (C4719615) | Zoocasa",574999,519900,1 beds,1 baths,500–599 sq. ft.,no parking,"Excellent Location In Downtown Waterfront**1 Yr New Award-Winning Living Building**Sided Onto Park, Great Sw View Of Lake & City** Steps To Lake, Loblaws, Lcbo, Restaurant**Ttc At Door**9 Foot Ceilings, Floor To Ceiling Windows**5-Star Hotel Style Infinity Outdoor Pool, Sun Decks, Bbq Terrace, Billiards Rm, Yoga Rm, Hot Tub & Steam Sauna, Gym Rm, Dining Bar, Lounge, Guest Suites, Etc.",C4719615,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6738523-319-12-bonnycastle-st-toronto-on-m5a3t7-vow," 12 Bonnycastle St, Toronto , Ontario, Canada",43.6460991,-79.3651362,
53,"1602 - 11 Charlotte St, Toronto (C4730313) | Zoocasa",920000,899999,2 beds,2 baths,800–899 sq. ft.,1 parking,"Great Opportunity To Own In The King Charlotte! A Bright, Spacious South-West Corner-Suite With Spectacular View Cn Tower, Lake And City Views! Extra High Concrete Ceilings, 2 Full Bedrooms, 2 Full Bathrooms, Huge 200+ Sq Ft Balc W/Gas Bbq Hook Up. Floor To Ceiling Windows, Concrete Gas Range On Caesarstone Countertop, En-Suite Laundry! 360' View Rooftop Infinity Pool, Gyn, Party Room/ Concierge.",C4730313,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6763618-1602-11-charlotte-st-toronto-on-m5v0m6-vow," 11 Charlotte St, Toronto , Ontario, Canada",43.6464107,-79.3934801,
54,"15 - 873 Wilson Ave, Toronto (W4724802) | Zoocasa",540000,539888,1 + 1 beds,2 baths,800–899 sq. ft.,1 parking,"Great Opportunity To Own In The Sought After Area Of Yorkdale Village. Main Floor Features Open Concept Kitchen With Living And Dining Area. Second Level Offers Bedroom With 4 Piece Ensuite, Den And Laundry. Top Level Has Plenty Of Space For Storage And A Walkout To A Private Roof Top Terrace With Gas Bbq Hook Up. Steps To Transit, Shopping, Restaurants And Minutes To Yorkdale Mall, Home Depot, 401 & Hospital. This Unit Includes Underground Parking & Locker",W4724802,Condo Townhouse,https://www.zoocasa.com/toronto-on-real-estate/6750732-15-873-wilson-ave-toronto-on-m3k1e6-vow," 873 Wilson Ave, Toronto , Ontario, Canada",43.7307083,-79.4657683,
55,"728 - 3091 Dufferin St, Toronto (W4719988) | Zoocasa",570000,588000,1 + 1 beds,1 baths,600–699 sq. ft.,1 parking,"This Stunning And Luxurious Condo Is Located In The Final Phase Of Treviso. 643 Sqft One Bedroom Plus Den With Upgraded Laminate Floor, Granite Counter Top W/ Ceramic Backsplash. This Amazing Italian Inspired Condo Offers 24Hr Concierge, Roof Top Pool And Hot Tub, Sauna, Games/Theatre Rm, Bar Lounge, Fitness Rm And Much More. Walk To Yorkdale Mall, 10 Mins Walk To Lawrence Ave West Subway - 30 Mins To Union Station, Ttc At Doorstep. Will Not Last!",W4719988,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6739597-728-3091-dufferin-st-toronto-on-m6a0c4-vow," 3091 Dufferin St, Toronto , Ontario, Canada",43.7158616,-79.454218,
56,"29 Winston Park Blvd, Toronto (W4715482) | Zoocasa",836000,878000,2 + 1 beds,2 baths,1100–1500 sq. ft.,4 parking,"Rarely Offered Corner Detached Home In The Fantastic Winston Park Neighbourhood. Stellar Location: Proximity To The 400 And 401 Series Highways, Yorkdale Mall, Costco, Yorkdale And Wilson Ttc Subway Stations, Parks And Schools. Great Potential For Re-Development And Investors! Freshly Painted Throughout With A Separate Basement Side Entrance. Large Backyard With Patio For Entertainment And Deep Driveway For Up To 5 Cars.",W4715482,Detached,https://www.zoocasa.com/toronto-on-real-estate/6729282-29-winston-park-blvd-toronto-on-m3k1b8-vow,"29 Winston Park Blvd, Toronto , Ontario, Canada",43.7307585,-79.4620166,
57,"146 Locksley Ave, Toronto (W4732050) | Zoocasa",866000,875000,2 beds,2 baths,N/A sq. ft.,1 parking,"Welcome To 146 Locksley Avenue, This 2 Bedroom, 2 Bathroom Beautifully Renovated House Is Not To Be Missed. Many Upgrades Throughout- New Furnace And New A/C 2018, New Roof And Eavestrough 2017, Entertainers Dream Basement W/ Walk Out To Backyard W/ Large Patio And Fenced Yard. B/In Surround Sound In The Basement W/ Electric Fireplace, Pot Lights Thru-Out, Heated Floors In The Kitchen, Gorgeous Newly Paved Front Veranda.",W4732050,Detached,https://www.zoocasa.com/toronto-on-real-estate/6767887-146-locksley-ave-toronto-on-m6b3n5-vow,"146 Locksley Ave, Toronto , Ontario, Canada",43.7011468,-79.4486111,
58,"53 Belsize Dr, Toronto (C4730363) | Zoocasa",1865000,1895000,3 + 1 beds,4 baths,2000–2500 sq. ft.,2 parking,"This Fabulous Midtown Home Is Sure To Impress! Sophisticated, Turn-Key Home In The Desirable And Highly Sought After Davisville Village. Offering Over 2800Sf On 3 Levels, This 3+1 Bedroom, 4 Bathroom Home Is Ready To Move In And Has Been Updated Throughout. Situated Close To The Subway, Yonge St Shops And Top Public And Private Schools. Home Is Vacant And All Precautions Are Being Taken.",C4730363,Semi-Detached,https://www.zoocasa.com/toronto-on-real-estate/6763685-53-belsize-dr-toronto-on-m4s1l3-vow,"53 Belsize Dr, Toronto , Ontario, Canada",43.7007588,-79.3939462,
59,"414 - 20 Dean Park Rd, Toronto (E4732684) | Zoocasa",442000,449000,1 + 1 beds,1 baths,900–999 sq. ft.,1 parking,"Beautiful Corner Unit, Southeast View, 2 Min To 401, 30 Min To Downtown. Adult Lifestyle Building. Fully Renovated Kitchen, Fully Renovated Bathroom, Ceramic Tiles In Entry & Kitchen. Ensuite Laundry With Large Storage (Full Size Washer & Dryer). Custom Blinds On All Windows. Custom Mirrored Doors In Entrance And Bedroom.",E4732684,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6769417-414-20-dean-park-rd-toronto-on-m1b3g9-vow," 20 Dean Park Rd, Toronto , Ontario, Canada",43.8018906,-79.169271,
60,"612 - 390 Dixon Rd, Toronto (W4725680) | Zoocasa",370000,385000,2 + 1 beds,1 baths,1000–1199 sq. ft.,1 parking,"Spacious & Bright Unit In A Well Maintained Building.Security Guards On Duty. Upgraded Kitchen, Ceramic And Laminated Floor, Upgrade Bath Room, En Suite Laundry, Window Air Condition.All Kind Of Amenities Like Transit, Banks, Grocery Stores, School, Parks, Major High Ways And More. Bldg. Amenities Gym, Indoor Pool, Recreation Room, Sauna And Visitor Parking.A Very Convenient Location. Close To All Amenities & Minutes From Highways 401/427/409.",W4725680,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6752761-612-390-dixon-rd-toronto-on-m9r1t4-vow," 390 Dixon Rd, Toronto , Ontario, Canada",43.6957686,-79.5572308,
61,"2809 - 10 Navy Wharf Crt, Toronto (C4733057) | Zoocasa",1068000,1099000,2 + 1 beds,2 baths,1200–1399 sq. ft.,1 parking,"First Impressions Are Everything & 10 Navy Wharf Court Won't Disappoint. This Eye-Catching Corner Suite W/ Panoramic City & Lake Views Is Renovated Top To Bottom. Spanning Over 1200 Sq Ft W/ 2 Generous-Size Beds, A Large Den That Could Easily Become A 3rd Bed, Chef's Kitchen W/ Caesarstone Granite, Wide-Plank Floors, Spacious Balcony, Parking, And Locker. And All Situated In A Lifestyle-Rich Location Within A Building That Has Every Amenity Imaginable.",C4733057,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6769963-2809-10-navy-wharf-crt-toronto-on-m5v3v2-vow," 10 Navy Wharf Crt, Toronto , Ontario, Canada",43.6404402,-79.3918535,
62,"2910 - 50 Town Centre Crt, Toronto (E4730063) | Zoocasa",600000,598000,2 + 1 beds,2 baths,800–899 sq. ft.,1 parking,"Corner Unit With Unobstructed Panoramic South East View. Built By Monarch. Large Balcony With Walk-Out From Master & Den. Best 2 Bedroom + 1 Solarium. Open Concept Kitchen With Stainless Steel Appliances And Recently Installed Quartz Counter Top. Walk To Ttc, Go Transit, Ymca, Library,Scarborough Town Centre & Easy Access To 401. Great Facilities: Guests Suites, Theatre Room & A Lot Of Visitor Parking",E4730063,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6762864-2910-50-town-centre-crt-toronto-on-m1p0a9-vow," 50 Town Centre Crt, Toronto , Ontario, Canada",43.773249,-79.2552731,
63,"319E - 576 Front St W, Toronto (C4730922) | Zoocasa",437510,449900,0 beds,1 baths,0-499 sq. ft.,no parking,"Newly Built Studio With Balcony And Large Closet. Amenities Include 24Hrs Concierge, Amazing Gym, Outdoor Pool, Meeting/Party Room. Steps To The Ttc, Rogers Centre, Cn Tower, Waterfront, Financial & Entertainment District, King Street West, Nightlife, And Library. Many Spots For Visitor's Parking Underground. View Of Cn Tower From Condo Entrance.",C4730922,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6765051-319e-576-front-st-w-toronto-on-m5v1c1-vow," 576 Front St W, Toronto , Ontario, Canada",43.6410714,-79.400252,
64,"701 - 80 Mill St, Toronto (C4731286) | Zoocasa",765000,800000,2 + 1 beds,2 baths,900–999 sq. ft.,1 parking,"Offers Anytime On This Corner Suite On Mill Street In The Distillery District. Surrounded By Breweries, Restaurants, Cafes, Art Galleries, Boutique Shops, And Many Events And Festivals Throughout The Year. Well-Appointed Split-Floor Layout. Upgraded Kitchen And Upgraded Floors Throughout. Comes With A Parking Spot And A Locker. Master Bdrm Has 4-Piece Ensuite. Book Your Showing Today! Email For Walk Through Video.",C4731286,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6765946-701-80-mill-st-toronto-on-m5a4t3-vow," 80 Mill St, Toronto , Ontario, Canada",43.6513423,-79.3581736,
65,"483 Broadview Ave, Toronto (E4726102) | Zoocasa",2175000,2499000,4 beds,3 baths,2000–2500 sq. ft.,6 parking,"Landmark Heritage House And Property Facing Riverdale Pk. Many Architectural Features Intact. Almost 10-Ft Ceilings On Main Fl. Reno'd Kitchen & Baths. Living Rm, Fam Rm, Sitting Rm, Main Fl Powder Rm, Dining, Eat-In Kitchen, 2 W/O To Back Deck And Private Garden. Incredible 164-Ft Lot W/4-Car Garage (Formerly Bakery Stables). Four Large Bdrms, One Used As Office W/Built-Ins, Two Baths, 2nd Fl Laundry. Partly Finished Bsmt W/B/I Desk And Shelving, Pantry.",E4726102,Detached,https://www.zoocasa.com/toronto-on-real-estate/6753583-483-broadview-ave-toronto-on-m4k2n4-vow,"483 Broadview Ave, Toronto , Ontario, Canada",43.669312,-79.3527189,
66,"164 Cameron Ave, Toronto (C4731902) | Zoocasa",2088000,2088000,4 + 1 beds,4 baths,3000–3500 sq. ft.,5 parking,"Extensively Renovated Spacious Sun Drenched Home Features. A Stunning High-End Eat-In Kitchen With Large Island, Open Concept To A Huge Family Room With Fireplace, Built-In's And Walk-Out To Deck And Backyard. Main Floor Office With Fireplace, Living And Dining Room, Upstairs Has 4 Large Bedrooms, Elegant Master With Spa-Like Ensuite. Finished Basement With Fireplace + 2 Bedrooms.",C4731902,Detached,https://www.zoocasa.com/toronto-on-real-estate/6767292-164-cameron-ave-toronto-on-m2n1e5-vow,"164 Cameron Ave, Toronto , Ontario, Canada",43.7557743,-79.417881,
67,"78 Glengowan Rd, Toronto (C4726698) | Zoocasa",3195000,3195000,6 beds,4 baths,3500–5000 sq. ft.,4 parking,"A Lawrence Park Classic! Offered For The First Time In Half A Century, This Impressive 6-Bedroom Home Offers 4,860 Sqft Over Four Levels. Impeccably Maintained With Spacious Principal Rooms & Original Millwork. Master Bedroom With Walk-In & 4-Piece Ensuite. Third Level 'Teen-Haven'/Nanny Suite/Studio Space. Full Lower Level With At-Grade Walk Out. Attached Single Garage. Private, Pool-Size Rear Yard. Located In One Of Toronto's Most Exclusive Neighbourhoods!",C4726698,Detached,https://www.zoocasa.com/toronto-on-real-estate/6755172-78-glengowan-rd-toronto-on-m4n1g4-vow,"78 Glengowan Rd, Toronto , Ontario, Canada",43.7214403,-79.3910897,
68,"132 First Ave, Toronto (E4730410) | Zoocasa",1500000,1499000,3 beds,2 baths,2000–2500 sq. ft.,2 parking,"Classically Reinvented Heritage Victorian On A Quiet Tree-Lined Street. Minutes To Downtown. Open Concept Ground Floor, Large Sliding Doors Leading To A Large Backyard. Custom Cabinetry And Closets Throughout.",E4730410,Semi-Detached,https://www.zoocasa.com/toronto-on-real-estate/6763724-132-first-ave-toronto-on-m4m1x1-vow,"132 First Ave, Toronto , Ontario, Canada",43.665753,-79.347182,
69,"42 Furrow Lane, Toronto (W4729159) | Zoocasa",1018500,987000,3 + 1 beds,3 baths,N/A sq. ft.,2 parking,"Freehold Luxury Executive Town Home In Hidden Upscale Community. Walk To Islington Subway, Shops On Bloor And The Best Schools In Etobicoke. 10Min Drive To Dwtn. Open Concept Main Flr W/Hrdwd,Crown Molding, Pot Lights, Chef Kitchen W/Granite, Stainless Steel Appl's, California Shutters, W/O From Lr To Private Deck, Bbq Gas Hookup, Lr Boosts Gas Fp, Custom B/I Shelving. Master Suite W/O Balcony,W/I Custom Closet, 4Pc Ensuite,Cvac,9Ft Ceilings,2 Car Garage",W4729159,Att/Row/Twnhouse,https://www.zoocasa.com/toronto-on-real-estate/6760789-42-furrow-lane-toronto-on-m8z0a3-vow,"42 Furrow Lane, Toronto , Ontario, Canada",43.6369985,-79.5210912,
70,"522 - 35 Hollywood Ave, Toronto (C4724899) | Zoocasa",692000,688000,2 + 1 beds,2 baths,800–899 sq. ft.,1 parking,"The Pearl Condos In Highly Desirable Heart Of North York. One Of The Best And Most Practical Layouts In This Bldg. Spacious, Bright W/Floor To Ceiling Windows, Split 2 Br With Den. Very Functional. Good Use Of Space. Walk In Closet In Master Br. Upgraded Espresso Kitchen, S/S Appliances, Quartz Counter Tops. 5-Star Bldg Amenities. Steps To Subway And Ttc Routes, Shops, Great Restaurants, Groceries And All Amenities On Yonge St. Easy Access To Hwy 401.",C4724899,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6750932-522-35-hollywood-ave-toronto-on-m2n0a9-vow," 35 Hollywood Ave, Toronto , Ontario, Canada",43.7656853,-79.4099902,
71,"2704 - 218 Queens Quay W, Toronto (C4725029) | Zoocasa",810000,749900,1 + 1 beds,2 baths,700–799 sq. ft.,1 parking,"Unobstructed South Lake View. Newly Renovated Kitchen And Floors,9 Ft Ceilings,1 Bed + Solarium (Can Be Used As 2nd Bedroom) Easy Showing With Lb In Security Desk.",C4725029,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6751783-2704-218-queens-quay-w-toronto-on-m5j2y6-vow," 218 Queens Quay W, Toronto , Ontario, Canada",43.6398818,-79.3820882,
72,"615 - 77 Avenue Rd, Toronto (C4633249) | Zoocasa",950000,988000,1 + 1 beds,2 baths,1000–1199 sq. ft.,1 parking,"Yorkville, Toronto's Hot Spot! Hazelton Lanes 1+1 Bedroom With Solarium 2 Bathroom Suite With Sunny West Exposure In Just Over 1,000 Sq.Ft. Of Open Concept Living. Master Suite With Walk-In Closet And Private 4 Piece Ensuite. Enjoy The Superb Area Amenities. Walk To Ultra Lux Restaurants, Transit, Whole Foods, Shopping, Fitness And Vibrant Nightlife. 98 Walk Score.",C4633249,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6543109-615-77-avenue-rd-toronto-on-m5r3r8-vow," 77 Avenue Rd, Toronto , Ontario, Canada",43.6718959,-79.3949245,
74,"705 - 1 The Esplanade Dr, Toronto (C4734569) | Zoocasa",700000,708888,1 + 1 beds,1 baths,600–699 sq. ft.,no parking,"Full 360 Virtual Walkthrough Tour Available! Gorgeous One Bedroom Plus Den At Backstage On The Esplanade, Incredible Location Steps Away From The Path, Go Terminal & Union Station. 655 Sqft Of Functional Space And A Beautiful Unobstructed East View. Open Concept Gourmet Kitchen With Granite Countertop, Centre Island With Breakfast Bar, 9-Foot Ceilings, Hardwood Flooring. Upgrades Include Custom Cabinetry In The Den & Brick Accent Wall In The Living Room.",C4734569,Comm Element Condo,https://www.zoocasa.com/toronto-on-real-estate/6772983-705-1-the-esplanade-dr-toronto-on-m5e0a8-vow," 1 The Esplanade Dr, Toronto , Ontario, Canada",43.6458091,-79.3756819,
82,"1506 - 90 Ling Rd, Toronto (E4724256) | Zoocasa",347000,319900,1 + 1 beds,1 baths,900–999 sq. ft.,1 parking,"Don't Miss This One, Must See! Very Well Maintained And Updated Unit Throughout. Great Kitchen With Ensuite Laundry, Large Storage Within And Multiple Cupboards. Large Living Room With Bonus Reading Nook, Separate Dining Space. Great Master Bedroom, Large Double Closets. Plenty Of Visitor Parking, Tennis, Gym, Party/Meeting Room, Sauna, Playground & Outdoor Pool. Ttc, Schools, Parks, Library And All Amenities. Good Management Team.",E4724256,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6749536-1506-90-ling-rd-toronto-on-m1e4y3-vow," 90 Ling Rd, Toronto , Ontario, Canada",43.7673699,-79.1838517,
86,"1113 Greenwood Ave, Toronto (E4728592) | Zoocasa",1050000,899900,2 + 1 beds,2 baths,N/A sq. ft.,3 parking,"This Sweet Tasteful Home Is Located In The Very Desirable East York Area, With Easy Access To The Highway, Parks, Great Schools, Community Centre And The Ttc. The Home Is Light Filled With Good Size Principle Rooms, Tasteful Decor And An Addition That Provides A Great Bonus Room And Access To The Loft Area Which Is Perfect For A Kids Playroom Or Additional Bedroom. The Lower Level Is Bright With Lots Of Natural Light, Additional Living Space And Storage.",E4728592,Detached,https://www.zoocasa.com/toronto-on-real-estate/6760092-1113-greenwood-ave-toronto-on-m4j4e5-vow,"1113 Greenwood Ave, Toronto , Ontario, Canada",43.692821,-79.3378204,
88,"84 Wyndale Dr, Toronto (W4723619) | Zoocasa",965000,898888,3 beds,2 baths,1100–1500 sq. ft.,6 parking,Incredible Opportunity To Build Your Dream Home! 52 X 135 Lot. Tandem Garage 2 Spots. One Of The Nicest Streets In The Maple Leaf Area Close To 401/400 And All Major Amenities. This Will Not Last!!,W4723619,Detached,https://www.zoocasa.com/toronto-on-real-estate/6747669-84-wyndale-dr-toronto-on-m6l1g3-vow,"84 Wyndale Dr, Toronto , Ontario, Canada",43.7095855,-79.483637,
89,"116 Douglas Ave, Toronto (C4730073) | Zoocasa",1250000,1199000,3 beds,2 baths,1100–1500 sq. ft.,2 parking,"A Charming Midtown City Home!! Steps To Yonge St, Shops, Subway, Cafes, Parks And Much More. The Stunning Kitchen Overlooks A Backyard Perfect For Unwinding Or Entertaining In The Summer. New Maple Flooring In The Dining Room And Living Room With Gas Fireplace. Included Is A Rare Lane Driveway Which Fits 2 Cars! Perfect For A Growing Family!",C4730073,Semi-Detached,https://www.zoocasa.com/toronto-on-real-estate/6762907-116-douglas-ave-toronto-on-m5m1g6-vow,"116 Douglas Ave, Toronto , Ontario, Canada",43.7251957,-79.4100463,
90,"199 Humberside Ave, Toronto (W4725782) | Zoocasa",1280000,1198000,5 beds,1 baths,N/A sq. ft.,1 parking,"Welcome To 199 Humberside Ave, A Very Spacious 5 Bedroom 2 ? Storey Detached Home In The Heart Of The Junction! This Home Is Bigger Than It Looks! 3 Generous Bedrooms On The 2nd Floor, All With Walk In Closets! 2 More Bedrooms On The 3rd Floor. Walkout From Both The Dining Room And The Family Size Kitchen To A Covered Deck, And A Large Backyard With Laneway Parking. Great Property To Make Your Own!",W4725782,Detached,https://www.zoocasa.com/toronto-on-real-estate/6752838-199-humberside-ave-toronto-on-m6p1k7-vow,"199 Humberside Ave, Toronto , Ontario, Canada",43.6610812,-79.4644777,
91,"1406 - 271 Ridley Blvd, Toronto (C4722670) | Zoocasa",750000,799000,2 beds,2 baths,1000–1199 sq. ft.,2 parking,"Rarely Available! Coveted S/E Corner Suite W/Unobstructed Views At Tridel's Residences Of Ridley. Stunning 2 Bdrm, 2 Bath, Approx 1200 Sq.Ft. Of Spacious Luxury & Elegance For New Home Owner Or Downsizer. Reno'd W/Highest Quality Finishes; Stone Countertops, Hrdwd Flrs, Heated Bathroom Flrs, Ensuite Laundry/Storage, Custom Built-Ins Thru-Out. Amenities Incl: 24 Hr Gatehouse, Outdoor Pool, Gym, Party & Billiards Rm. Note: Maintenance Fee Incl Utilities!",C4722670,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6745549-1406-271-ridley-blvd-toronto-on-m5m4n1-vow," 271 Ridley Blvd, Toronto , Ontario, Canada",43.7400659,-79.4249544,
92,"1204 - 71 Simcoe St, Toronto (C4721386) | Zoocasa",857000,888000,2 + 1 beds,2 baths,1200–1399 sq. ft.,1 parking,"App.1350 Sq Ft Condo, Very Large In The Bay St Corridor, Business And Entertainment District. Opposite Roy Thomson Hall, Home Of Tiff, And St Andrews Subway Next Door. This Condo Is Next To The Famous St Andrews Church With Century Old Architecture. Walk To Restaurants, Cn Tower, Rogers Centre, Ripleys Aquarium, And Union Station. Go Underground And Explore 30Kms Of Path. Ride The Up Express To The Airport, Walk Over To The Waterfront.",C4721386,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6742853-1204-71-simcoe-st-toronto-on-m5j2s9-vow," 71 Simcoe St, Toronto , Ontario, Canada",43.6466423,-79.3855088,
93,"30 Warfield Dr, Toronto (C4727309) | Zoocasa",991000,889000,4 beds,3 baths,N/A sq. ft.,2 parking,"Gorgeous Spacious Split-5 Level Home. Prime Location. $$$ Upgraded. Brand New Garage Door, Fresh Painted, Hardwood Thru Out, Updated Kitchen, New Spot Lighting, Furnace & Cac 2011, Window & Doors 2015, Roof 2010, Water Softener 2016. Big Back Yard With Patio, In-Law Apt With Separate Entrances, Close To Subway, Ttc, 401/404, Schools, Shops, Fairview Mall, Seneca College Etc. Amenities.",C4727309,Semi-Detached,https://www.zoocasa.com/toronto-on-real-estate/6756656-30-warfield-dr-toronto-on-m2j3s9-vow,"30 Warfield Dr, Toronto , Ontario, Canada",43.788961,-79.3363241,
